שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
חידושי רידבז על תלמוד ירושלמי בכורים.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר זרעים/חידושי רידבז על תלמוד ירושלמי בכורים.txt,sefaria,122
חידושי רידבז על תלמוד ירושלמי שביעית.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר זרעים/חידושי רידבז על תלמוד ירושלמי שביעית.txt,sefaria,247
חידושי רידבז על תלמוד ירושלמי ערלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר זרעים/חידושי רידבז על תלמוד ירושלמי ערלה.txt,sefaria,162
חידושי רידבז על תלמוד ירושלמי דמאי.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר זרעים/חידושי רידבז על תלמוד ירושלמי דמאי.txt,sefaria,273
חידושי רידבז על תלמוד ירושלמי כלאים.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר זרעים/חידושי רידבז על תלמוד ירושלמי כלאים.txt,sefaria,125
חידושי רידבז על תלמוד ירושלמי חלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר זרעים/חידושי רידבז על תלמוד ירושלמי חלה.txt,sefaria,175
חידושי רידבז על תלמוד ירושלמי קידושין.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי קידושין.txt,sefaria,119
חידושי רידבז על תלמוד ירושלמי נדרים.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי נדרים.txt,sefaria,119
חידושי רידבז על תלמוד ירושלמי סוטה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי סוטה.txt,sefaria,74
חידושי רידבז על תלמוד ירושלמי גיטין.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי גיטין.txt,sefaria,164
חידושי רידבז על תלמוד ירושלמי יבמות.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי יבמות.txt,sefaria,311
חידושי רידבז על תלמוד ירושלמי כתובות.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי כתובות.txt,sefaria,179
חידושי רידבז על תלמוד ירושלמי נזיר.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נשים/חידושי רידבז על תלמוד ירושלמי נזיר.txt,sefaria,162
חידושי רידבז על תלמוד ירושלמי בבא קמא.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי בבא קמא.txt,sefaria,166
חידושי רידבז על תלמוד ירושלמי מכות.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי מכות.txt,sefaria,23
חידושי רידבז על תלמוד ירושלמי בבא בתרא.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי בבא בתרא.txt,sefaria,137
חידושי רידבז על תלמוד ירושלמי סנהדרין.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי סנהדרין.txt,sefaria,178
חידושי רידבז על תלמוד ירושלמי עבודה זרה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי עבודה זרה.txt,sefaria,133
חידושי רידבז על תלמוד ירושלמי הוריות.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי הוריות.txt,sefaria,63
חידושי רידבז על תלמוד ירושלמי שבועות.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי שבועות.txt,sefaria,186
חידושי רידבז על תלמוד ירושלמי בבא מציעא.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר נזיקין/חידושי רידבז על תלמוד ירושלמי בבא מציעא.txt,sefaria,164
חידושי רידבז על תלמוד ירושלמי נדה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר טהרות/חידושי רידבז על תלמוד ירושלמי נדה.txt,sefaria,60
חידושי רידבז על תלמוד ירושלמי שקלים.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי שקלים.txt,sefaria,77
חידושי רידבז על תלמוד ירושלמי ביצה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי ביצה.txt,sefaria,93
חידושי רידבז על תלמוד ירושלמי מועד קטן.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי מועד קטן.txt,sefaria,50
חידושי רידבז על תלמוד ירושלמי מגילה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי מגילה.txt,sefaria,124
חידושי רידבז על תלמוד ירושלמי שבת.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי שבת.txt,sefaria,233
חידושי רידבז על תלמוד ירושלמי פסחים.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי פסחים.txt,sefaria,179
חידושי רידבז על תלמוד ירושלמי יומא.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי יומא.txt,sefaria,121
חידושי רידבז על תלמוד ירושלמי חגיגה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי חגיגה.txt,sefaria,59
חידושי רידבז על תלמוד ירושלמי ראש השנה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי ראש השנה.txt,sefaria,41
חידושי רידבז על תלמוד ירושלמי סוכה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חידושי רידבז על תלמוד ירושלמי/סדר מועד/חידושי רידבז על תלמוד ירושלמי סוכה.txt,sefaria,75
שיירי קרבן על תלמוד ירושלמי קידושין.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי קידושין.txt,sefaria,507
שיירי קרבן על תלמוד ירושלמי סוטה.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי סוטה.txt,sefaria,557
שיירי קרבן על תלמוד ירושלמי גיטין.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי גיטין.txt,sefaria,792
שיירי קרבן על תלמוד ירושלמי יבמות.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי יבמות.txt,sefaria,1102
שיירי קרבן על תלמוד ירושלמי כתובות.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי כתובות.txt,sefaria,775
שיירי קרבן על תלמוד ירושלמי נזיר.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי נזיר.txt,sefaria,771
שיירי קרבן על תלמוד ירושלמי נדרים.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נשים/שיירי קרבן על תלמוד ירושלמי נדרים.txt,sefaria,516
שיירי קרבן על תלמוד ירושלמי מכות.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נזיקין/שיירי קרבן על תלמוד ירושלמי מכות.txt,sefaria,177
שיירי קרבן על תלמוד ירושלמי סנהדרין.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נזיקין/שיירי קרבן על תלמוד ירושלמי סנהדרין.txt,sefaria,1162
שיירי קרבן על תלמוד ירושלמי שבועות.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר נזיקין/שיירי קרבן על תלמוד ירושלמי שבועות.txt,sefaria,424
שיירי קרבן על תלמוד ירושלמי עירובין.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי עירובין.txt,sefaria,428
שיירי קרבן על תלמוד ירושלמי תענית.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי תענית.txt,sefaria,148
שיירי קרבן על תלמוד ירושלמי מגילה.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי מגילה.txt,sefaria,199
שיירי קרבן על תלמוד ירושלמי מועד קטן.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי מועד קטן.txt,sefaria,121
שיירי קרבן על תלמוד ירושלמי שבת.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי שבת.txt,sefaria,676
שיירי קרבן על תלמוד ירושלמי שקלים.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי שקלים.txt,sefaria,175
שיירי קרבן על תלמוד ירושלמי יומא.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי יומא.txt,sefaria,268
שיירי קרבן על תלמוד ירושלמי חגיגה.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי חגיגה.txt,sefaria,109
שיירי קרבן על תלמוד ירושלמי ביצה.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי ביצה.txt,sefaria,151
שיירי קרבן על תלמוד ירושלמי פסחים.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי פסחים.txt,sefaria,424
שיירי קרבן על תלמוד ירושלמי סוכה.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי סוכה.txt,sefaria,181
שיירי קרבן על תלמוד ירושלמי ראש השנה.txt,אוצריא/תלמוד ירושלמי/מפרשים/שיירי קרבן על תלמוד ירושלמי/סדר מועד/שיירי קרבן על תלמוד ירושלמי ראש השנה.txt,sefaria,110
הגהות יפמ על תלמוד ירושלמי ברכות.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי ברכות.txt,sefaria,26
הגהות יפמ על תלמוד ירושלמי דמאי.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי דמאי.txt,sefaria,30
הגהות יפמ על תלמוד ירושלמי פאה.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי פאה.txt,sefaria,36
הגהות יפמ על תלמוד ירושלמי ערלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי ערלה.txt,sefaria,8
הגהות יפמ על תלמוד ירושלמי תרומות.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי תרומות.txt,sefaria,33
הגהות יפמ על תלמוד ירושלמי בכורים.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי בכורים.txt,sefaria,7
הגהות יפמ על תלמוד ירושלמי כלאים.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי כלאים.txt,sefaria,36
הגהות יפמ על תלמוד ירושלמי מעשרות.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי מעשרות.txt,sefaria,17
הגהות יפמ על תלמוד ירושלמי חלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי חלה.txt,sefaria,8
הגהות יפמ על תלמוד ירושלמי מעשר שני.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר זרעים/הגהות יפמ על תלמוד ירושלמי מעשר שני.txt,sefaria,16
הגהות יפמ על תלמוד ירושלמי שקלים.txt,אוצריא/תלמוד ירושלמי/מפרשים/הגהות יפמ על תלמוד ירושלמי/סדר מועד/הגהות יפמ על תלמוד ירושלמי שקלים.txt,sefaria,60
ככר לאדן על תלמוד ירושלמי ברכות.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי ברכות.txt,sefaria,42
ככר לאדן על תלמוד ירושלמי ערלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי ערלה.txt,sefaria,43
ככר לאדן על תלמוד ירושלמי שביעית.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי שביעית.txt,sefaria,39
ככר לאדן על תלמוד ירושלמי בכורים.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי בכורים.txt,sefaria,44
ככר לאדן על תלמוד ירושלמי מעשר שני.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי מעשר שני.txt,sefaria,57
ככר לאדן על תלמוד ירושלמי פאה.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי פאה.txt,sefaria,21
ככר לאדן על תלמוד ירושלמי תרומות.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי תרומות.txt,sefaria,45
ככר לאדן על תלמוד ירושלמי דמאי.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי דמאי.txt,sefaria,35
ככר לאדן על תלמוד ירושלמי כלאים.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי כלאים.txt,sefaria,31
ככר לאדן על תלמוד ירושלמי חלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי חלה.txt,sefaria,47
ככר לאדן על תלמוד ירושלמי מעשרות.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר זרעים/ככר לאדן על תלמוד ירושלמי מעשרות.txt,sefaria,43
ככר לאדן על תלמוד ירושלמי בבא מציעא.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי בבא מציעא.txt,sefaria,29
ככר לאדן על תלמוד ירושלמי שבועות.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי שבועות.txt,sefaria,113
ככר לאדן על תלמוד ירושלמי מכות.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי מכות.txt,sefaria,23
ככר לאדן על תלמוד ירושלמי הוריות.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי הוריות.txt,sefaria,77
ככר לאדן על תלמוד ירושלמי סנהדרין.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי סנהדרין.txt,sefaria,313
ככר לאדן על תלמוד ירושלמי עבודה זרה.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי עבודה זרה.txt,sefaria,193
ככר לאדן על תלמוד ירושלמי בבא קמא.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר נזיקין/ככר לאדן על תלמוד ירושלמי בבא קמא.txt,sefaria,70
ככר לאדן על תלמוד ירושלמי נדה.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר טהרות/ככר לאדן על תלמוד ירושלמי נדה.txt,sefaria,46
ככר לאדן על תלמוד ירושלמי שבת.txt,אוצריא/תלמוד ירושלמי/מפרשים/ככר לאדן על תלמוד ירושלמי/סדר מועד/ככר לאדן על תלמוד ירושלמי שבת.txt,sefaria,179
תלמוד ירושלמי נדה.txt,אוצריא/תלמוד ירושלמי/סדר טהרות/תלמוד ירושלמי נדה.txt,sefaria,135
תלמוד ירושלמי ראש השנה.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי ראש השנה.txt,sefaria,202
תלמוד ירושלמי עירובין.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי עירובין.txt,sefaria,521
תלמוד ירושלמי שקלים.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי שקלים.txt,sefaria,268
תלמוד ירושלמי מגילה.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי מגילה.txt,sefaria,276
תלמוד ירושלמי ביצה.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי ביצה.txt,sefaria,248
תלמוד ירושלמי חגיגה.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי חגיגה.txt,sefaria,177
תלמוד ירושלמי סוכה.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי סוכה.txt,sefaria,261
תלמוד ירושלמי יומא.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי יומא.txt,sefaria,423
תלמוד ירושלמי פסחים.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי פסחים.txt,sefaria,613
תלמוד ירושלמי תענית.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי תענית.txt,sefaria,291
תלמוד ירושלמי שבת.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי שבת.txt,sefaria,939
תלמוד ירושלמי מועד קטן.txt,אוצריא/תלמוד ירושלמי/סדר מועד/תלמוד ירושלמי מועד קטן.txt,sefaria,190
סידור ספרד לימות החול.txt,אוצריא/סדר התפילה/סידור/סידור ספרד לימות החול.txt,sefaria,10339
סידור חבד לימות החול.txt,אוצריא/סדר התפילה/סידור/סידור חבד לימות החול.txt,sefaria,1013
סידור אשכנז.txt,אוצריא/סדר התפילה/סידור/סידור אשכנז.txt,sefaria,4918
סידור ספרד לשבת.txt,אוצריא/סדר התפילה/סידור/סידור ספרד לשבת.txt,sefaria,15759
סידור ספרד.txt,אוצריא/סדר התפילה/סידור/סידור ספרד.txt,sefaria,7050
סידור נוסח עדות המזרח.txt,אוצריא/סדר התפילה/סידור/סידור נוסח עדות המזרח.txt,sefaria,3532
הגדה של פסח עדות המזרח.txt,אוצריא/סדר התפילה/הגדה/הגדה של פסח עדות המזרח.txt,sefaria,277
הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/הגדה של פסח.txt,sefaria,277
דברי נגידים על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/דברי נגידים על הגדה של פסח.txt,sefaria,167
קמחא דאבישונא על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/קמחא דאבישונא על הגדה של פסח.txt,sefaria,193
מעשה ניסים על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/מעשה ניסים על הגדה של פסח.txt,sefaria,259
כוס אליהו על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/כוס אליהו על הגדה של פסח.txt,sefaria,217
פירוש הפלאה על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/פירוש הפלאה על הגדה של פסח.txt,sefaria,99
פה אחד על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/פה אחד על הגדה של פסח.txt,sefaria,128
נפתלי שבע רצון על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/נפתלי שבע רצון על הגדה של פסח.txt,sefaria,139
שבלי הלקט על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/שבלי הלקט על הגדה של פסח.txt,sefaria,230
שמחת הרגל על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/שמחת הרגל על הגדה של פסח.txt,sefaria,596
שפה אחת על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/שפה אחת על הגדה של פסח.txt,sefaria,103
ברוך שאמר על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/ברוך שאמר על הגדה של פסח.txt,sefaria,160
אפוד בד על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/אפוד בד על הגדה של פסח.txt,sefaria,219
זבח פסח על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/זבח פסח על הגדה של פסח.txt,sefaria,636
מרבה לספר על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/מרבה לספר על הגדה של פסח.txt,sefaria,529
ביאור הריטבא על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/ביאור הריטבא על הגדה של פסח.txt,sefaria,157
זרוע ימין על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/זרוע ימין על הגדה של פסח.txt,sefaria,168
מערכת היידענהיים על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/מערכת היידענהיים על הגדה של פסח.txt,sefaria,202
בתי הנפש על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/בתי הנפש על הגדה של פסח.txt,sefaria,110
גאולת עולם על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/גאולת עולם על הגדה של פסח.txt,sefaria,138
קבלת שבת.txt,אוצריא/סדר התפילה/חיבורים נוספים/קבלת שבת.txt,sefaria,8
הדרן.txt,אוצריא/סדר התפילה/חיבורים נוספים/הדרן.txt,sefaria,8
תיקון הכללי.txt,אוצריא/סדר התפילה/חיבורים נוספים/תיקון הכללי.txt,sefaria,16
טקסט הכתובה.txt,אוצריא/סדר התפילה/חיבורים נוספים/טקסט הכתובה.txt,sefaria,8
לשון חכמים.txt,אוצריא/סדר התפילה/חיבורים נוספים/לשון חכמים.txt,sefaria,4550
אקדמות מילין.txt,אוצריא/סדר התפילה/חיבורים נוספים/אקדמות מילין.txt,sefaria,94
סדר תשעה באב.txt,אוצריא/סדר התפילה/חיבורים נוספים/סדר תשעה באב.txt,sefaria,723
קינות לתשעה באב (אשכנז).txt,אוצריא/סדר התפילה/חיבורים נוספים/קינות לתשעה באב (אשכנז).txt,sefaria,1140
סדר מעמדות.txt,אוצריא/סדר התפילה/חיבורים נוספים/סדר מעמדות.txt,sefaria,378
הלל.txt,אוצריא/סדר התפילה/חיבורים נוספים/הלל.txt,sefaria,17
הדרן לספרי התנך.txt,אוצריא/סדר התפילה/חיבורים נוספים/הדרן לספרי התנך.txt,sefaria,6
מענה לשון חבד.txt,אוצריא/סדר התפילה/חיבורים נוספים/מענה לשון חבד.txt,sefaria,68
פרק שירה.txt,אוצריא/סדר התפילה/חיבורים נוספים/פרק שירה.txt,sefaria,114
יזכור.txt,אוצריא/סדר התפילה/חיבורים נוספים/יזכור.txt,sefaria,22
ברכת המזון.txt,אוצריא/סדר התפילה/חיבורים נוספים/ברכת המזון.txt,sefaria,79
מחזור אשכנז ליום כיפור.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור אשכנז ליום כיפור.txt,sefaria,3537
מחזור ליום כיפור - אשכנז.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור ליום כיפור - אשכנז.txt,sefaria,18493
מחזור יום כיפור עדות המזרח.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור יום כיפור עדות המזרח.txt,sefaria,1047
מחזור ליום כפור ספרד.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור ליום כפור ספרד.txt,sefaria,3908
מחזור ראש השנה ספרד.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור ראש השנה ספרד.txt,sefaria,2668
מחזור ראש השנה עדות המזרח.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור ראש השנה עדות המזרח.txt,sefaria,1311
מחזור אשכנז לראש השנה.txt,אוצריא/סדר התפילה/ימים נוראים/מחזור אשכנז לראש השנה.txt,sefaria,1970
ונתנה תוקף.txt,אוצריא/סדר התפילה/ימים נוראים/ונתנה תוקף.txt,sefaria,8
