"רבינו ירחם ני""ג ח""ג","רבינו ירוחם ני""ג ח""ג"
"רוקח הלכ' יו""ט סימן רצ""ט","הרוקח הלכ' יו""ט סימן רצ""ט"
"רוקח סימ' רצ""ז","הרוקח סימן רצ""ז"
"רוקח סימן רצ""ו","הרוקח סימן רצ""ו"
"רוקח סימן רצ""ז","הרוקח סימן רצ""ז"
"רוקח סימן רצ""ח","הרוקח סימן רצ""ח"
"רוקח סימן רצ""ט","הרוקח סימן רצ""ט"
"רוקח סימן ש""א","הרוקח סימן ש""א"
"רוקח סימן ש""ב","הרוקח סימן ש""ב"
"רוקח סימן ש""ג","הרוקח סימן ש""ג"
"רוקח סימן ש""ה","הרוקח סימן ש""ה"
"רוקח סימן ש""ח","הרוקח סימן ש""ח"
הרוקח סי' צ',הרוקח סימן צ'
"ריבב""ן ברכות","ריבב""ן — ברכות"
"ריבב""ן עירובין","ריבב""ן — עירובין"
"שאילתות פ' אחרי, שאילתא צ""א","שאילתות פרשת אחרי שאילתא צ""א"
"שאילתות פ' אחרי, שאילתא צ""ד","שאילתות פרשת אחרי שאילתא צ""ד"
"שאילתות פ' אמור, שאילתא ק""ז","שאילתות פרשת אמור שאילתא ק""ז"
"שאילתות פ' בא, שאילתא מ""ד","שאילתות פרשת בא שאילתא מ""ד"
"שאילתות פ' בא, שאילתא מ""ו","שאילתות פרשת בא שאילתא מ""ו"
"שאילתות פ' בראשית, שאילתאגא",שאילתות פרשת בראשית שאילתא א
שאילתות פ' בשלח שאילתא נ',שאילתות פרשת בשלח שאילתא נ'
שאילתות פ' בשלח שאילתאגנ',שאילתות פרשת בשלח שאילתא נ'
"שאילתות פ' בשלח, שאילתא מ""ז","שאילתות פרשת בשלח שאילתא מ""ז"
"שאילתות פ' יתרו, שאילתא נ""א","שאילתות פרשת יתרו שאילתא נ""א"
"שאילתות פ' יתרו, שאילתא נ""ד","שאילתות פרשת יתרו שאילתא נ""ד"
"שאילתות פ' קורח, שאילתא קל""ב","שאילתות פרשת קורח שאילתא קל""ב"
"שאילתות פ' ראה, שאילתא קמ""ז","שאילתות פרשת ראה שאילתא קמ""ז"
"שאילתות פ' שלח, שאילתא קכ""ח","שאילתות פרשת שלח שאילתא קכ""ח"
"שבה""ל הלכ' יו""ט סימן ר""נ","שבלי הלקט הלכ' יו""ט סימן ר""נ"
"שבלי הלקט, הלכ' יו""ט סימן ר""ס","שבלי הלקט הלכ' יו""ט סימן ר""ס"
"שבלי הלקט, הלכ' יו""ט סימן רמ""ב","שבלי הלקט הלכ' יו""ט סימן רמ""ב"
"שבלי הקלט סימן י""ב","שבלי הלקט סימן י""ב"
"שו""ת הר""י מיגאש סימן מ""ט","שו""ת הר""י מיגש סימן מ""ט"
"שו""ת הר""י מיגאש סימן קי""ז","שו""ת הר""י מיגש סימן קי""ז"
"שו""ת הרא""ש — כלל מ""ח סימן א'","שו""ת הרא""ש כלל מ""ח סימן א'"
"שו""ת הרא""ש — כלל מ""ח סימן ד'","שו""ת הרא""ש כלל מ""ח סימן ד'"
"שו""ת הרא""ש — כלל ע""ו סימן ד'","שו""ת הרא""ש כלל ע""ו סימן ד'"
"שו""ת הריב""ש המיוחסות סימן ג'","שו""ת הריב""ש — מיוחסות סימן ג'"
"שו""ת הריב""ש המיוחסות סימן י""ח","שו""ת הריב""ש — מיוחסות סימן י""ח"
"שו""ת הריב""ש המיוחסות סימן ל""ה","שו""ת הריב""ש — מיוחסות סימן ל""ה"
"שו""ת הרשב""א המיוחסות לרמב""ן סימן ר""ד","שו""ת הרשב""א מיוחסות סימן ר""ד"
"שו""ת הרשב""א המיוחסות לרמב""ן סימן ר""פ","שו""ת הרשב""א מיוחסות סימן ר""פ"
"שו""ת הרשב""א המיוחסות לרמב""ן סימן רפ""ג","שו""ת הרשב""א מיוחסות סימן רפ""ג"
"שו""ת זכרון יהודה לרבינו יהודה בן הרא""ש סימן י'","שו""ת זכרון יהודה — לרבינו יהודה בן הרא""ש סימן י'"
"שו""ת זכרון יהודה לרבינו יהודה בן הרא""ש סימן ס""ט","שו""ת זכרון יהודה — לרבינו יהודה בן הרא""ש סימן ס""ט"
"שו""ת זכרון יהודה לרבינו יהודה בן הרא""ש סימן ע""ג","שו""ת זכרון יהודה — לרבינו יהודה בן הרא""ש סימן ע""ג"
"שו""ת זכרון יהודה לרבינו יהודה בן הרא""ש סימן קי""ג","שו""ת זכרון יהודה — לרבינו יהודה בן הרא""ש סימן קי""ג"
"שו""ת מהר""ם מרוטנבורג — ד""פ סימן תרכ""ב","שו""ת מהר""ם מרוטנבורג — דפוס פראג סימן תרכ""ב"
"שו""ת מהר""ם מרוטנבורג סימן מ""ו דפוס קרימונה, וסימן שס""ח דפוס לבוב","שו""ת מהר""ם מרוטנבורג דפוס קרימונה סימן מ""ו, ודפוס לבוב סימן שס""ח"
"שו""ת מהר""ם מרוטנבורג סימן נ""ז, דפוס ברלין","שו""ת מהר""ם מרוטנבורג דפוס ברלין סימן נ""ז"
"שו""ת מהר""ם מרוטנבורג סימן רע""ח, דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן רע""ח"
"שו""ת מהר""ם מרוטנבורג סימן ש""כ, דפוס לבוב","שו""ת מהר""ם מרוטנבורג דפוס לבוב סימן ש""כ"
"שו""ת מהר""ם מרוטנבורג סימן של""ב, דפוס לבוב","שו""ת מהר""ם מרוטנבורג דפוס לבוב סימן של""ב"
"שו""ת מהר""ם מרוטנבורג סימן שמ""ח דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן שמ""ח"
"שו""ת מהר""ם מרוטנבורג סימן תכ""ג, דפוס לבוב","שו""ת מהר""ם מרוטנבורג דפוס לבוב סימן תכ""ג"
"שו""ת מהר""ם מרוטנבורג סימן תמ""ה, דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן תמ""ה"
"שו""ת מהר""ם מרוטנבורג סימן תנ""ט, דפוס ברלין","שו""ת מהר""ם מרוטנבורג דפוס ברלין סימן תנ""ט"
"שו""ת מהר""ם מרוטנבורג סימן תרל""ו, דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן תרל""ו"
"שו""ת מהר""ם מרוטנבורג סימן תרנ""ג, דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן תרנ""ג"
"שו""ת מהר""ם מרוטנבורג סימן תרנ""ד דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן תרנ""ד"
"שו""ת מהר""ם מרוטנבורג סימן תרנ""ו, דפוס פראג","שו""ת מהר""ם מרוטנבורג דפוס פראג סימן תרנ""ו"
"שו""ת מהר""ם מרוטנבורג, סימן ע""ה, דפוס ברלין","שו""ת מהר""ם מרוטנבורג דפוס ברלין סימן ע""ה"
"שו""ת רשב""ש סימן תל""ז","שו""ת הרשב""ש סימן תל""ז"
"שו""ת רשב""ש סימן תקי""ג","שו""ת הרשב""ש סימן תקי""ג"
"שו""ת רשב""ש סימן תרכ""ו","שו""ת הרשב""ש סימן תרכ""ו"
"שו""ת תשב""ץ ח""א סימן כ""ח","שו""ת התשב""ץ ח""א סימן כ""ח"
"שו""ת תשב""ץ ח""א סימן ל""ח","שו""ת התשב""ץ ח""א סימן ל""ח"
"שו""ת תשב""ץ ח""א סימן מ""ו","שו""ת התשב""ץ ח""א סימן מ""ו"
"שו""ת תשב""ץ ח""א סימן קי""א","שו""ת התשב""ץ ח""א סימן קי""א"
"שו""ת תשב""ץ ח""ג סימן מ""ב","שו""ת התשב""ץ ח""ג סימן מ""ב"
"שו""ת תשב""ץ ח""ג סימן נ""ח","שו""ת התשב""ץ ח""ג סימן נ""ח"
"שו""ת תשב""ץ ח""ג סימן ר""ל","שו""ת התשב""ץ ח""ג סימן ר""ל"
"שו""ת תשב""ץ ח""ג סימן ר""פ","שו""ת התשב""ץ ח""ג סימן ר""פ"
"שו""ת תשב""ץ ח""ג סימן רל""ח","שו""ת התשב""ץ ח""ג סימן רל""ח"
"שו""ת תשב""ץ ח""ג סימן רע""ט","שו""ת התשב""ץ ח""ג סימן רע""ט"
"שו""ת תשב""ץ ח""ד סימן מ""ט","שו""ת התשב""ץ ח""ד סימן מ""ט"
"שו""ת תשב""ץ ח""ד סימן נ""ה","שו""ת התשב""ץ ח""ד סימן נ""ה"
"שיטה לחכמי איבר""א — ביצה",שיטה לחכמי איוורא — ביצה
"תוס' רי""ד תענית","תוס' רי""ד — תענית"
"תוס' רי""ד תנינא","תוס' רי""ד מהדורא תניינא"
"תוס' רי""ד מהדורא תנינא","תוס' רי""ד מהדורא תניינא"
"תוס' רי""ד — מהדורא תליתאה","תוס' רי""ד מהדורא תליתאה"
תוספות רבינו פרץ יומא,תוספות רבינו פרץ — יומא
תוספות רבינו פרץ סוכה,תוספות רבינו פרץ — סוכה
תוס' חכמי אנגליה,תוספות חכמי אנגליה
תוס' חכמי אנגליה — השלמות,תוספות חכמי אנגליה — השלמות
"תוס' ר""י הלבן","תוספות ר""י הלבן"
"תוס' ר""י הלבן — יומא","תוספות ר""י הלבן — יומא"
"תוס' ר""ש ב""ר אברהם משאנץ","תוספות ר""ש ב""ר אברהם משאנץ"
"תוס' ר""ש ב""ר אברהם משאנץ — פסחים","תוספות ר""ש ב""ר אברהם משאנץ — פסחים"
"תוס' רי""ד","תוספות רי""ד"
"תוס' רי""ד — ב""ב מהדורא תליתאה","תוספות רי""ד — ב""ב מהדורא תליתאה"
"תוס' רי""ד — ביצה מהדורא תליתאה","תוספות רי""ד — ביצה מהדורא תליתאה"
"תוס' רי""ד — חגיגה מהדורא קמא","תוספות רי""ד — חגיגה מהדורא קמא"
"תוס' רי""ד — מגילה מהדורא קמא","תוספות רי""ד — מגילה מהדורא קמא"
"תוס' רי""ד — מו""ק מהדורא בתרא","תוספות רי""ד — מו""ק מהדורא בתרא"
"תוס' רי""ד — עירובין מהדורא תליתאה","תוספות רי""ד — עירובין מהדורא תליתאה"
"תוס' רי""ד — פסחים מהדורא תליתאה","תוספות רי""ד — פסחים מהדורא תליתאה"
"תוס' רי""ד — ר""ה","תוספות רי""ד — ר""ה"
"תוס' רי""ד — שבת מהדורא תליתאה","תוספות רי""ד — שבת מהדורא תליתאה"
"תוס' רי""ד — תענית","תוספות רי""ד — תענית"
"תוס' רי""ד מהדורא בתרא","תוספות רי""ד מהדורא בתרא"
"תוס' רי""ד מהדורא קמא","תוספות רי""ד מהדורא קמא"
"תוס' רי""ד מהדורא תליתאה","תוספות רי""ד מהדורא תליתאה"
"תוס' רי""ד מהדורא תניינא","תוספות רי""ד מהדורא תניינא"
"תשבץ סימנים רכ""א—רכ""ב","תשב""ץ סימנים רכ""א—רכ""ב"
"תשובות גאוני מזרח ומערב סי' מ""ג","תשובות גאוני מזרח ומערב סימן מ""ג"
"תשובות גאוני מזרח ומערב סי' ע""ח","תשובות גאוני מזרח ומערב סימן ע""ח"
"תשובות גאוני מזרח ומערב סי' קכ""ט","תשובות גאוני מזרח ומערב סימן קכ""ט"
"תשובות גאונים קדמונים סי' כ""ד, שערי תשובה סי' קס""ה","תשובות גאונים קדמונים סימן כ""ד, שערי תשובה סימן קס""ה"
"תשובות גאונים קדמונים סי' ק""ה, תשובות גאוני מזרח ומערב סי' מ""ג","תשובות גאונים קדמונים סימן ק""ה, תשובות גאוני מזרח ומערב סימן מ""ג"
"תשובות הגאונים, גאונים קדמונים סימן צ""ב","תשובות גאונים קדמונים סימן צ""ב"
"תשובות הגאונים, שערי צדק ח""ג שער ו' סימן י""ט","תשובות הגאונים — שערי צדק ח""ג שער ו' סימן י""ט"
"תשובות הגאונים, שערי צדק ח""ד שער א' סימן ו'","תשובות הגאונים — שערי צדק ח""ד שער א' סימן ו'"
"תשובות הרמב""ם — ח""ד סימן תנ""ט","תשובות הרמב""ם ח""ד סימן תנ""ט"
"תשובות ופסקים לחכמי אשכנזי וצרפת סימן פ""ג","תשובות ופסקים לחכמי אשכנז וצרפת סימן פ""ג"
תשובות לרב האי גאון,תשובות לרבינו האי גאון
"תשובות מיימוניות משפטים סימן נ""א","תשובות מיימוניות — משפטים סימן נ""א"
"תשובות ראב""י לבעל האשכול","תשובות רבינו אברהם ב""ר יצחק בעל האשכול"
