displayName,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,category,source,author,printLocation,underwentBerelUnflagging,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
אמרי בינה אורח חיים,Chiddushim by Topic,1871,imreibinahorachchayim_EGT,Jerusalem,https://files.dicta.org.il/imreibinahorachchayim/imreibinahorachchayim__text_files.zip,ספרי מערכות ועניינים,,הרב מאיר אוירבך,ירושלים,,https://files.dicta.org.il/imreibinahorachchayim/imreibinahorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/imreibinahorachchayim/imreibinahorachchayim__ocr_data_html_files.zip,Meir Aurbach,imreibinahorachchayim,Imrei Binah Orach Chayim
אמרי בינה חושן משפט,Chiddushim by Topic,1871,imreibinachoshenmishpat_EGT,Jerusalem,https://files.dicta.org.il/imreibinachoshenmishpat/imreibinachoshenmishpat__text_files.zip,ספרי מערכות ועניינים,,הרב מאיר אוירבך,ירושלים,,https://files.dicta.org.il/imreibinachoshenmishpat/imreibinachoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/imreibinachoshenmishpat/imreibinachoshenmishpat__ocr_data_html_files.zip,Meir Aurbach,imreibinachoshenmishpat,Imrei Binah Choshen Mishpat
אמרי בינה יורה דעה,Chiddushim by Topic,1871,imreibinahyorehdeah_EGT,Jerusalem,https://files.dicta.org.il/imreibinahyorehdeah/imreibinahyorehdeah__text_files.zip,ספרי מערכות ועניינים,,הרב מאיר אוירבך,ירושלים,,https://files.dicta.org.il/imreibinahyorehdeah/imreibinahyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/imreibinahyorehdeah/imreibinahyorehdeah__ocr_data_html_files.zip,Meir Aurbach,imreibinahyorehdeah,Imrei Binah Yoreh Deah
"אמרי נועם (הגר""א)",Acharonim on Talmud Bavli,1899,imreinoamhagra,Warsaw,https://files.dicta.org.il/imreinoamhagra/imreinoamhagra__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי אליהו בן שלמה זלמן (הגאון מוילנא),ורשה,,https://files.dicta.org.il/imreinoamhagra/imreinoamhagra__nikud_meteg_files.zip,https://files.dicta.org.il/imreinoamhagra/imreinoamhagra__ocr_data_html_files.zip,Elijah ben Solomon Zalman,imreinoamhagra,Imrei Noam Hagra
אמרי צדיקים,Sifrei Chasidut,1896,imreitzadikim,Warsaw,https://files.dicta.org.il/imreitzadikim/imreitzadikim__text_files.zip,ספרי חסידות,ספריית דיקטה,"בורנשטין, מאיר בן מרדכי",ורשה,,https://files.dicta.org.il/imreitzadikim/imreitzadikim__nikud_meteg_files.zip,https://files.dicta.org.il/imreitzadikim/imreitzadikim__ocr_data_html_files.zip,Meir Burnstein,imreitzadikim,Imrei Tzadikim
אמת ליעקב,Acharonim on Talmud Bavli,1865,emetlayaakov,Warsaw,https://files.dicta.org.il/emetlayaakov/emetlayaakov__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יעקב בן יעקב משה לורברבוים מליסא,ווארשא,,https://files.dicta.org.il/emetlayaakov/emetlayaakov__nikud_meteg_files.zip,https://files.dicta.org.il/emetlayaakov/emetlayaakov__ocr_data_html_files.zip,Yaakov Lerbernbaum,emetlayaakov,Emet La-Yaakov
אפיקי ים חלק א,Chiddushim by Topic,1905,afikeiyam1_EGT,Vilna,https://files.dicta.org.il/afikeiyam1/afikeiyam1__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,רבי יחיאל מיכל רבינוביץ,וילנא,,https://files.dicta.org.il/afikeiyam1/afikeiyam1__nikud_meteg_files.zip,https://files.dicta.org.il/afikeiyam1/afikeiyam1__ocr_data_html_files.zip,Rabbi Yechiel Michal Rabinowitz,afikeiyam1,Afikei Yam part 1
ארץ צבי (פרומר) א,Responsa,1939,eretztzvi,Lublin,https://files.dicta.org.il/eretztzvi/eretztzvi__text_files.zip,"שו""ת",ספריית דיקטה,הרב אריה צבי פרומר,לובלין,,https://files.dicta.org.il/eretztzvi/eretztzvi__nikud_meteg_files.zip,https://files.dicta.org.il/eretztzvi/eretztzvi__ocr_data_html_files.zip,Aryeh Tzvi Frommer,eretztzvi,Eretz Tzvi part 1
אשכול הכופר על רות,Bible Commentaries,1907,eshkolhakoferonruth,Bardejov,https://files.dicta.org.il/eshkolhakoferonruth/eshkolhakoferonruth__text_files.zip,"מפרשי התנ""ך",ספריית דיקטה,ר' אברהם סבע,ברדיוב,,https://files.dicta.org.il/eshkolhakoferonruth/eshkolhakoferonruth__nikud_meteg_files.zip,https://files.dicta.org.il/eshkolhakoferonruth/eshkolhakoferonruth__ocr_data_html_files.zip,Abraham Saba,eshkolhakoferonruth,Eshkol HaKofer on Ruth
אשר לשלמה,Responsa,1906,asherlishlomo_EGT,Jerusalem,https://files.dicta.org.il/asherlishlomo/asherlishlomo__text_files.zip,"שו""ת",,רבי שלמה בן משה אבן דנאן,ירושלים,,https://files.dicta.org.il/asherlishlomo/asherlishlomo__nikud_meteg_files.zip,https://files.dicta.org.il/asherlishlomo/asherlishlomo__ocr_data_html_files.zip,Shlomo Ibn Danan,asherlishlomo,Asher LiShlomo
אתוון דאורייתא,Chiddushim by Topic,1891,atvandeoraita_EGT,Lʹviv,https://files.dicta.org.il/atvandeoraita/atvandeoraita__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,ר' יוסף ענגיל,לבוב,,https://files.dicta.org.il/atvandeoraita/atvandeoraita__nikud_meteg_files.zip,https://files.dicta.org.il/atvandeoraita/atvandeoraita__ocr_data_html_files.zip,Rabbi Yosef Engil,atvandeoraita,Atvan De-Oraita
"ב""ח",Responsa,1834,bach_EGT,Austria,https://files.dicta.org.il/bach/bach__text_files.zip,"שו""ת",,רבי יואל בן שמואל סירקיש,אוסטרהא,,https://files.dicta.org.il/bach/bach__nikud_meteg_files.zip,https://files.dicta.org.il/bach/bach__ocr_data_html_files.zip,rabbi Yoel ben Shmuel Sirkish,bach,bach
באר י-הודה חלק ב,Commentaries on the Rambam,1885,beeryehudah2_EGT,Warsaw,https://files.dicta.org.il/beeryehudah2/beeryehudah2__text_files.zip,"פרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אברהם שלוזאוער,וורשה,,https://files.dicta.org.il/beeryehudah2/beeryehudah2__nikud_meteg_files.zip,https://files.dicta.org.il/beeryehudah2/beeryehudah2__ocr_data_html_files.zip,Avraham Shluzever,beeryehudah2,Beer Yehudah part 2
באר יצחק אבן העזר,Responsa,1859,beeryitzchakevenhaezer_EGT,Koenigsberg,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__text_files.zip,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakevenhaezer,Be'er Yitzchak Even Haezer
באר יצחק אורח חיים,Responsa,1859,beeryitzchakorachchaim_EGT,Koenigsberg,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__text_files.zip,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakorachchaim,Be'er Yitzchak Orach Chaim
באר יצחק חושן משפט,Responsa,1859,beeryitzchakchoshenmishpat_EGT,Koenigsberg,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__text_files.zip,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakchoshenmishpat,Be'er Yitzchak Choshen Mishpat
באר יצחק יורה דעה,Responsa,1859,beeryitzchakyorehdeah,Koenigsberg,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__text_files.zip,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakyorehdeah,Be'er Yitzchak Yoreh Deah
באר משה,Responsa,1901,beermosheresponsa,Warsaw,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__text_files.zip,"שו""ת",ספריית דיקטה,רבי משה נחום ירושלמסקי,ווארשא,,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__ocr_data_html_files.zip,Moshe Nachum Yerushalamski,beermosheresponsa,Be’er Moshe responsa
באר שבע,Responsa,1890,beersheva_EGT,,https://files.dicta.org.il/beersheva/beersheva__text_files.zip,"שו""ת",,רבי יששכר בער איילינברג,ורשא,,https://files.dicta.org.il/beersheva/beersheva__nikud_meteg_files.zip,https://files.dicta.org.il/beersheva/beersheva__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beersheva,Ba’er Sheva
באר שבע הוריות,Acharonim on Talmud Bavli,1890,beershevahorayot_EGT,Warsaw,https://files.dicta.org.il/beershevahorayot/beershevahorayot__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,,https://files.dicta.org.il/beershevahorayot/beershevahorayot__nikud_meteg_files.zip,https://files.dicta.org.il/beershevahorayot/beershevahorayot__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevahorayot,Ba’er Sheva Horayot
באר שבע חולין,Acharonim on Talmud Bavli,1890,beershevachullin_EGT,Warsaw,https://files.dicta.org.il/beershevachullin/beershevachullin__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,,https://files.dicta.org.il/beershevachullin/beershevachullin__nikud_meteg_files.zip,https://files.dicta.org.il/beershevachullin/beershevachullin__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevachullin,Ba’er Sheva Chullin
באר שבע כריתות,Acharonim on Talmud Bavli,1890,beershevakritot_EGT,Warsaw,https://files.dicta.org.il/beershevakritot/beershevakritot__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,,https://files.dicta.org.il/beershevakritot/beershevakritot__nikud_meteg_files.zip,https://files.dicta.org.il/beershevakritot/beershevakritot__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevakritot,Ba’er Sheva Kritot
באר שבע סוטה,Acharonim on Talmud Bavli,1890,beershevasotah_EGT,Warsaw,https://files.dicta.org.il/beershevasotah/beershevasotah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,,https://files.dicta.org.il/beershevasotah/beershevasotah__nikud_meteg_files.zip,https://files.dicta.org.il/beershevasotah/beershevasotah__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevasotah,Ba’er Sheva Sotah
באר שבע סנהדרין,Acharonim on Talmud Bavli,1890,beershevasanhedrin_EGT,Warsaw,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__nikud_meteg_files.zip,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevasanhedrin,Ba’er Sheva Sanhedrin
באר שבע תמיד,Acharonim on Talmud Bavli,1890,beershevatamid_EGT,Warsaw,https://files.dicta.org.il/beershevatamid/beershevatamid__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,,,https://files.dicta.org.il/beershevatamid/beershevatamid__nikud_meteg_files.zip,https://files.dicta.org.il/beershevatamid/beershevatamid__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevatamid,Ba’er Sheva Tamid
בית א-ל א,Acharonim on Talmud Bavli,1875,beitel1,Lʹviv,https://files.dicta.org.il/beitel1/beitel1__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' אריה ליב נתנזון,לבוב,,https://files.dicta.org.il/beitel1/beitel1__nikud_meteg_files.zip,https://files.dicta.org.il/beitel1/beitel1__ocr_data_html_files.zip,Aryeh Leibush bar Yitzhak haLevi Natanson,beitel1,Beit el part 1
"בית א-להים (מבי""ט)",Mussar and Jewish Thought,1872,beitelokimmabit_EGT,Warsaw,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__text_files.zip,ספרי מחשבה ומוסר (אחרונים),,ר' משה טראני,וורשה,,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__nikud_meteg_files.zip,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__ocr_data_html_files.zip,Moses ben Joseph di Trani,beitelokimmabit,Beit Elokim (Mabit)
"בית אהרן (ב""מ)",Acharonim on Talmud Bavli,1905,beitaharonbavametzia,Piotrkow,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",פיוטרקוב,,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__ocr_data_html_files.zip,"Volkin, Aharon",beitaharonbavametzia,Beit Aharon Bava Metzia
"בית אהרן (ב""ק)",Acharonim on Talmud Bavli,1923,beitaharonbavakamma,Vilna,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",וילנה,,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__ocr_data_html_files.zip,"Volkin, Aharon",beitaharonbavakamma,Beit Aharon Bava Kamma
בית אהרן גיטין,Acharonim on Talmud Bavli,1939,beitaharongittin,Pinsk,https://files.dicta.org.il/beitaharongittin/beitaharongittin__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",פינסק,,https://files.dicta.org.il/beitaharongittin/beitaharongittin__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharongittin/beitaharongittin__ocr_data_html_files.zip,"Volkin, Aharon",beitaharongittin,Beit Aharon Gittin
בית אפרים אבן העזר חלק א,Responsa,1883,beitephraimevenhaezer1_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer1,Beit Ephraim Even Haezer part 1
בית אפרים אבן העזר חלק ב,Responsa,1883,beitephraimevenhaezer2_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer2,Beit Ephraim Even Haezer part 2
בית אפרים אבן העזר חלק ג,Responsa,1883,beitephraimevenhaezer3_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer3,Beit Ephraim Even Haezer part 3
בית אפרים אבן העזר חלק ד,Responsa,1883,beitephraimevenhaezer4_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer4,Beit Ephraim Even Haezer part 4
בית אפרים אורח חיים,Responsa,1904,beitephraimorachchaim_EGT,,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשה,,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__ocr_data_html_files.zip,Ephraim Zalman Margulies,beitephraimorachchaim,Beit Ephraim Orach Chaim
בית אפרים חושן משפט,Responsa,1883,beitephraimchoshenmishpat_EGT,Warsaw,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimchoshenmishpat,Beit Ephraim Choshen Mishpat
בית אפרים יורה דעה,Responsa,1884,beitephraimyorehdeah_EGT,Warsaw,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__text_files.zip,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimyorehdeah,Beit Ephraim Yoreh Deah
בית דוד (דרשות),Derashot,1904,baitdovidderashot,Jerusalem,https://files.dicta.org.il/baitdovidderashot/baitdovidderashot__text_files.zip,דרשות,ספריית דיקטה,"רובין, דוד טבל בן משה",ירושלים,,https://files.dicta.org.il/baitdovidderashot/baitdovidderashot__nikud_meteg_files.zip,https://files.dicta.org.il/baitdovidderashot/baitdovidderashot__ocr_data_html_files.zip,Dovid Tavil Rubin,baitdovidderashot,Bait Dovid (derashot)
בית הלוי חלק א,Responsa,1863,bethalevi1_EGT,Vilna,https://files.dicta.org.il/bethalevi1/bethalevi1__text_files.zip,"שו""ת",ספריית דיקטה,רבי יוסף דב הלוי סולוביצ'יק,וילנה,,https://files.dicta.org.il/bethalevi1/bethalevi1__nikud_meteg_files.zip,https://files.dicta.org.il/bethalevi1/bethalevi1__ocr_data_html_files.zip,Yosef Duber Soloveitchik,bethalevi1,Bet HaLevi part 1
בית הלוי חלק ב,Responsa,1874,bethalevi2_EGT,Warsaw,https://files.dicta.org.il/bethalevi2/bethalevi2__text_files.zip,"שו""ת",ספריית דיקטה,רבי יוסף דב הלוי סולוביצ'יק,ווארשא,,https://files.dicta.org.il/bethalevi2/bethalevi2__nikud_meteg_files.zip,https://files.dicta.org.il/bethalevi2/bethalevi2__ocr_data_html_files.zip,Yosef Duber Soloveitchik,bethalevi2,Bet HaLevi part 1
