displayName,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,category,source,author,printLocation,underwentBerelUnflagging,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
שדי חמד קונטרס הכללים מערכת א,Reference,1896,sdeichemedkuntreshaklalim1version2,Warsaw,https://files.dicta.org.il/sdeichemedkuntreshaklalim1version2/sdeichemedkuntreshaklalim1version2__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedkuntreshaklalim1version2/sdeichemedkuntreshaklalim1version2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim1version2/sdeichemedkuntreshaklalim1version2__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedkuntreshaklalim1version2,Sdei Chemed Kuntres Haklalim marechet alef
שדי חמד קונטרס הכללים מערכת ב,Reference,1896,sdeichemedkuntreshaklalim2version2,Warsaw,https://files.dicta.org.il/sdeichemedkuntreshaklalim2version2/sdeichemedkuntreshaklalim2version2__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedkuntreshaklalim2version2/sdeichemedkuntreshaklalim2version2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim2version2/sdeichemedkuntreshaklalim2version2__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedkuntreshaklalim2version2,Sdei Chemed Kuntres Haklalim marechet bet
שדי חמד קונטרס הכללים מערכת כ,Reference,1896,sdeichemedkuntreshaklalim20,Warsaw,https://files.dicta.org.il/sdeichemedkuntreshaklalim20/sdeichemedkuntreshaklalim20__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedkuntreshaklalim20/sdeichemedkuntreshaklalim20__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim20/sdeichemedkuntreshaklalim20__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedkuntreshaklalim20,Sdei Chemed Kuntres Haklalim marechet kaf
שדי חמד קונטרס כללי הפוסקים,Reference,1896,sdeichemedkuntreshaklalim6_10,Warsaw,https://files.dicta.org.il/sdeichemedkuntreshaklalim6_10/sdeichemedkuntreshaklalim6_10__text_files.zip,כללים ומערכות בהלכה,ספריית דיקטה,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedkuntreshaklalim6_10/sdeichemedkuntreshaklalim6_10__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim6_10/sdeichemedkuntreshaklalim6_10__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedkuntreshaklalim6_10,Sdei Chemed Kuntres Haklalim marchot Vav-Yod
"שו""ת אהל משה",Responsa,1880,ohelmosheresponsa,Vilna,https://files.dicta.org.il/ohelmosheresponsa/ohelmosheresponsa__text_files.zip,"שו""ת",,רבי משה בן נחמן קרינס,וילנה,,https://files.dicta.org.il/ohelmosheresponsa/ohelmosheresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/ohelmosheresponsa/ohelmosheresponsa__ocr_data_html_files.zip,rabbi Mosheh ben Nahman Krainesh,ohelmosheresponsa,Responsa Ohel Moshe
"שו""ת ביכורי אברהם",Responsa,1897,bikureiavrahamresponsa,Warsaw,https://files.dicta.org.il/bikureiavrahamresponsa/bikureiavrahamresponsa__text_files.zip,"שו""ת",ספריית דיקטה,"אלישוב, אברהם בן משה",ורשה,,https://files.dicta.org.il/bikureiavrahamresponsa/bikureiavrahamresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/bikureiavrahamresponsa/bikureiavrahamresponsa__ocr_data_html_files.zip,Avraham Eliashiv,bikureiavrahamresponsa,Bikurei Avraham responsa
"שו""ת ברוך השם",Responsa,1911,baruchhashemresponsa,,https://files.dicta.org.il/baruchhashemresponsa/baruchhashemresponsa__text_files.zip,"שו""ת",ספריית דיקטה,ר' משה רוטמן,ברדיצ'ב,,https://files.dicta.org.il/baruchhashemresponsa/baruchhashemresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/baruchhashemresponsa/baruchhashemresponsa__ocr_data_html_files.zip,moshe rotman,baruchhashemresponsa,Baruch HaShem Responsa
"שו""ת די השב",Responsa,1857,deihashivresponsa,Levorno,https://files.dicta.org.il/deihashivresponsa/deihashivresponsa__text_files.zip,"שו""ת",ספריית דיקטה,הרב דוד בונאן,ליוורנו,,https://files.dicta.org.il/deihashivresponsa/deihashivresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/deihashivresponsa/deihashivresponsa__ocr_data_html_files.zip,David Bonan,deihashivresponsa,Dei Hashiv Responsa
"שו""ת זרע אברהם",Responsa,1920,zeraavrahamresponsa_EGT,Biłgoraj,https://files.dicta.org.il/zeraavrahamresponsa/zeraavrahamresponsa__text_files.zip,"שו""ת",ספריית דיקטה,רבי אברהם לופטביר,בילגורייא,,https://files.dicta.org.il/zeraavrahamresponsa/zeraavrahamresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/zeraavrahamresponsa/zeraavrahamresponsa__ocr_data_html_files.zip,Rabbi Avraham Loftbir,zeraavrahamresponsa,Zera Avraham Responsa
"שו""ת כרך של רומי",Responsa,1876,kerakhshelromi,Levorno,https://files.dicta.org.il/kerakhshelromi/kerakhshelromi__text_files.zip,"שו""ת",ספריית דיקטה,רבי ישראל משה חזן,ליוורנו,,https://files.dicta.org.il/kerakhshelromi/kerakhshelromi__nikud_meteg_files.zip,https://files.dicta.org.il/kerakhshelromi/kerakhshelromi__ocr_data_html_files.zip,Israel Moses Hazan,kerakhshelromi,Kerakh shel Romi Responsa
"שו""ת מהר""ם בן חביב",Responsa,1928,shutmaharambenchaviv,Jerusalem,https://files.dicta.org.il/shutmaharambenchaviv/shutmaharambenchaviv__text_files.zip,"שו""ת",ספריית דיקטה,רבי משה בן רבי שלמה אבן חביב,ירושלים,,https://files.dicta.org.il/shutmaharambenchaviv/shutmaharambenchaviv__nikud_meteg_files.zip,https://files.dicta.org.il/shutmaharambenchaviv/shutmaharambenchaviv__ocr_data_html_files.zip,Moshe ibn Habib,shutmaharambenchaviv,Shut Maharam Ben Chaviv
"שו""ת מהר""ש אלפנדרי",Responsa,1932,shutmaharsalfandari,Jerusalem,https://files.dicta.org.il/shutmaharsalfandari/shutmaharsalfandari__text_files.zip,"שו""ת",ספריית דיקטה,ר' שלמה אליעזר אלפנדרי,ירושלים,,https://files.dicta.org.il/shutmaharsalfandari/shutmaharsalfandari__nikud_meteg_files.zip,https://files.dicta.org.il/shutmaharsalfandari/shutmaharsalfandari__ocr_data_html_files.zip,"Alfandari, Shlomo Eliezer",shutmaharsalfandari,Shut Mahars Alfandari
"שו""ת מהרא""ל",Responsa,1889,maharaltzresponsa,Warsaw,https://files.dicta.org.il/maharaltzresponsa/maharaltzresponsa__text_files.zip,"שו""ת",ספריית דיקטה,הרב אריה לייב צינץ,וורשה,,https://files.dicta.org.il/maharaltzresponsa/maharaltzresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/maharaltzresponsa/maharaltzresponsa__ocr_data_html_files.zip,Aryeh Leib ben Moses Zuenz,maharaltzresponsa,Maharaltz responsa
"שו""ת מהרא""פ",Responsa,1893,shutmaharap,Monkatch,https://files.dicta.org.il/shutmaharap/shutmaharap__text_files.zip,"שו""ת",ספריית דיקטה,"פריד, אהרן בן אלימלך",מונקאטש,,https://files.dicta.org.il/shutmaharap/shutmaharap__nikud_meteg_files.zip,https://files.dicta.org.il/shutmaharap/shutmaharap__ocr_data_html_files.zip,"Fried, Aharon",shutmaharap,Shut Maharap
"שו""ת ר' משולם איגרא",Responsa,1885,shutrabeinumeshulamigra,Warsaw,https://files.dicta.org.il/shutrabeinumeshulamigra/shutrabeinumeshulamigra__text_files.zip,"שו""ת",ספריית דיקטה,ר' משולם איגרא,וורשה,,https://files.dicta.org.il/shutrabeinumeshulamigra/shutrabeinumeshulamigra__nikud_meteg_files.zip,https://files.dicta.org.il/shutrabeinumeshulamigra/shutrabeinumeshulamigra__ocr_data_html_files.zip,"Igra, Meshulam",shutrabeinumeshulamigra,Shut Rabeinu Meshulam Igra
"שו""ת תעלומות לב חלק א",Responsa,1879,taalumotlev1,Livorno,https://files.dicta.org.il/taalumotlev1/taalumotlev1__text_files.zip,"שו""ת",ספריית דיקטה,רבי אליהו בכור חזן,ליוורנו,,https://files.dicta.org.il/taalumotlev1/taalumotlev1__nikud_meteg_files.zip,https://files.dicta.org.il/taalumotlev1/taalumotlev1__ocr_data_html_files.zip,"Ḥazan, Eliyahu",taalumotlev1,Responsa Taalumot Lev part 1
"שו""ת תעלומות לב חלק ב",Responsa,1879,taalumotlev2,Livorno,https://files.dicta.org.il/taalumotlev2/taalumotlev2__text_files.zip,"שו""ת",ספריית דיקטה,רבי אליהו בכור חזן,ליוורנו,,https://files.dicta.org.il/taalumotlev2/taalumotlev2__nikud_meteg_files.zip,https://files.dicta.org.il/taalumotlev2/taalumotlev2__ocr_data_html_files.zip,"Ḥazan, Eliyahu",taalumotlev2,Responsa Taalumot Lev part 2
שואל ונשאל חלק א,Responsa,1952,shoelvenishal1_EGT,,https://files.dicta.org.il/shoelvenishal1/shoelvenishal1__text_files.zip,"שו""ת",ספריית דיקטה,רבי כלפון משה הכהן,ג'רבה,,https://files.dicta.org.il/shoelvenishal1/shoelvenishal1__nikud_meteg_files.zip,https://files.dicta.org.il/shoelvenishal1/shoelvenishal1__ocr_data_html_files.zip,Moshe Kalphon Hacohen,shoelvenishal1,Sho’el Ve-Nishal part 1
שופריה דיעקב א,Responsa,1910,shufrehdeyaakov1_EGT,Jerusalem,https://files.dicta.org.il/shufrehdeyaakov1/shufrehdeyaakov1__text_files.zip,"שו""ת",,רבי יעקב בן יקותיאל בירדוגו,ירושלים,,https://files.dicta.org.il/shufrehdeyaakov1/shufrehdeyaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/shufrehdeyaakov1/shufrehdeyaakov1__ocr_data_html_files.zip,Yaakov Birdugo,shufrehdeyaakov1,Shufreh DeYaakov Part 1
שופריה דיעקב ב,Responsa,1910,shufrehdeyaakov2_EGT,Jerusalem,https://files.dicta.org.il/shufrehdeyaakov2/shufrehdeyaakov2__text_files.zip,"שו""ת",,רבי יעקב בן יקותיאל בירדוגו,ירושלים,,https://files.dicta.org.il/shufrehdeyaakov2/shufrehdeyaakov2__nikud_meteg_files.zip,https://files.dicta.org.il/shufrehdeyaakov2/shufrehdeyaakov2__ocr_data_html_files.zip,Yaakov Birdugo,shufrehdeyaakov2,Shufreh DeYaakov Part 2
שושנת העמקים,Chiddushim by Topic,1902,shoshanathaamakim_EGT,Warsaw,https://files.dicta.org.il/shoshanathaamakim/shoshanathaamakim__text_files.zip,ספרי מערכות ועניינים,,רבי יוסף בר מאיר תאומים,ורשא,,https://files.dicta.org.il/shoshanathaamakim/shoshanathaamakim__nikud_meteg_files.zip,https://files.dicta.org.il/shoshanathaamakim/shoshanathaamakim__ocr_data_html_files.zip,Joseph ben Meir Teomim,shoshanathaamakim,Shoshanat Ha-Amakim
שלל דוד,Commentaries on the Rambam,1850,shelaldavid_EGT,Livorno,https://files.dicta.org.il/shelaldavid/shelaldavid__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' דוד מועטי,ליוורנו,,https://files.dicta.org.il/shelaldavid/shelaldavid__nikud_meteg_files.zip,https://files.dicta.org.il/shelaldavid/shelaldavid__ocr_data_html_files.zip,R. David Moeti,shelaldavid,Shelal David
שלמי ירוחם,Commentaries on the Rambam,1941,shalmeiyerucham_EGT,Jerusalem,https://files.dicta.org.il/shalmeiyerucham/shalmeiyerucham__text_files.zip,"מפרשים וחיבורים סביב הרמב""ם",ספריית דיקטה,הרב ירוחם אשר וַרְהַפְטִיג,ירושלים,,https://files.dicta.org.il/shalmeiyerucham/shalmeiyerucham__nikud_meteg_files.zip,https://files.dicta.org.il/shalmeiyerucham/shalmeiyerucham__ocr_data_html_files.zip,"Varhaftig, Yeruham Asher ben Shelomoh Yaakov",shalmeiyerucham,Shalmei Yerucham
שלמי נדרים,Acharonim on Talmud Bavli,1881,shalmeinedarim_EGT,Vilna,https://files.dicta.org.il/shalmeinedarim/shalmeinedarim__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אלכסנדר סנדר הכהן קפלן,ווילנא,,https://files.dicta.org.il/shalmeinedarim/shalmeinedarim__nikud_meteg_files.zip,https://files.dicta.org.il/shalmeinedarim/shalmeinedarim__ocr_data_html_files.zip,"KAPLAN, ALEXANDER SENDER BEN ZERAH HA-KOHEN",shalmeinedarim,Shalmei Nedarim
שמחת יום טוב,Shas Commentators,1841,simchatyomtov,Warsaw,https://files.dicta.org.il/simchatyomtov/simchatyomtov__text_files.zip,"מפרשי הש""ס",ספריית דיקטה,הרב אריה לייב צינץ,ורשה,,https://files.dicta.org.il/simchatyomtov/simchatyomtov__nikud_meteg_files.zip,https://files.dicta.org.il/simchatyomtov/simchatyomtov__ocr_data_html_files.zip,Aryeh Leib ben Moses Zuenz,simchatyomtov,Simchaא Yom Tov
שער אפרים,Responsa,1886,shaarephraim_EGT,Lemberg,https://files.dicta.org.il/shaarephraim/shaarephraim__text_files.zip,"שו""ת",ספריית דיקטה,רבי אפרים הכהן,לעמבערג,,https://files.dicta.org.il/shaarephraim/shaarephraim__nikud_meteg_files.zip,https://files.dicta.org.il/shaarephraim/shaarephraim__ocr_data_html_files.zip,Ephraim ben Yakov haCohen,shaarephraim,Shaar Ephraim
שערי בנימין,Responsa,1939,shareibenyamin,Budapest,https://files.dicta.org.il/shareibenyamin/shareibenyamin__text_files.zip,"שו""ת",ספריית דיקטה,"קלוגר, אברהם בנימין בן שלמה",בודפסט,,https://files.dicta.org.il/shareibenyamin/shareibenyamin__nikud_meteg_files.zip,https://files.dicta.org.il/shareibenyamin/shareibenyamin__ocr_data_html_files.zip,Benyamin Ben Shlomo Kluger,shareibenyamin,Sharei Benyamin
שערי ישר חלק א,Chiddushim by Topic,1928,shaareiyosher1_EGT,Warsaw,https://files.dicta.org.il/shaareiyosher1/shaareiyosher1__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,הרב שמעון יהודה הכהן שְׁקוֹפּ,ורשא,,https://files.dicta.org.il/shaareiyosher1/shaareiyosher1__nikud_meteg_files.zip,https://files.dicta.org.il/shaareiyosher1/shaareiyosher1__ocr_data_html_files.zip,Shimon Shkop,shaareiyosher1,Shaarei Yosher part 1
שערי ישר חלק ב,Chiddushim by Topic,1928,shaareiyosher2_EGT,Warsaw,https://files.dicta.org.il/shaareiyosher2/shaareiyosher2__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,הרב שמעון יהודה הכהן שְׁקוֹפּ,ורשא,,https://files.dicta.org.il/shaareiyosher2/shaareiyosher2__nikud_meteg_files.zip,https://files.dicta.org.il/shaareiyosher2/shaareiyosher2__ocr_data_html_files.zip,Shimon Shkop,shaareiyosher2,Shaarei Yosher part 2
שפת אמת על מועד חלק א,Acharonim on Talmud Bavli,1925-1931,sefatemetmoed1_EGT,Warsaw,https://files.dicta.org.il/sefatemetmoed1/sefatemetmoed1__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' י-הודה ליב אלתר מגור,ווארשא,,https://files.dicta.org.il/sefatemetmoed1/sefatemetmoed1__nikud_meteg_files.zip,https://files.dicta.org.il/sefatemetmoed1/sefatemetmoed1__ocr_data_html_files.zip,"Megur, Yehudah Aryeh Leb",sefatemetmoed1,Sefat Emet (MOED part 1)
שפת אמת על קדשים,Acharonim on Talmud Bavli,1925,sefatemetkodashim_EGT,Warsaw,https://files.dicta.org.il/sefatemetkodashim/sefatemetkodashim__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,יהודה אריה ליב אלתר,ווארשא,,https://files.dicta.org.il/sefatemetkodashim/sefatemetkodashim__nikud_meteg_files.zip,https://files.dicta.org.il/sefatemetkodashim/sefatemetkodashim__ocr_data_html_files.zip,Yehudah Aryeh Leib Alter,sefatemetkodashim,Sefat Emet (KODASHIM)
שפתי דעת,Bible Commentaries,1882,sifteidaat,Warsaw,https://files.dicta.org.il/sifteidaat/sifteidaat__text_files.zip,"מפרשי התנ""ך",,רבי שלמה אפרים מלונטשיץ,ווארשא,,https://files.dicta.org.il/sifteidaat/sifteidaat__nikud_meteg_files.zip,https://files.dicta.org.il/sifteidaat/sifteidaat__ocr_data_html_files.zip,rabbi Shlomo Ephraim Luntschitz,sifteidaat,Siftei Daat
שקל הקדש,Yerushalmi Commentaries,1895,shekelhakodesh,Vilna,https://files.dicta.org.il/shekelhakodesh/shekelhakodesh__text_files.zip,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,"ואלק, מנחם יוסף בן עזריאל הכהן",וילנה,,https://files.dicta.org.il/shekelhakodesh/shekelhakodesh__nikud_meteg_files.zip,https://files.dicta.org.il/shekelhakodesh/shekelhakodesh__ocr_data_html_files.zip,"Volk, Menahem Yosef ben Azriel,",shekelhakodesh,Shekel ha-kodesh
שתי הלחם,Responsa,1733,shteihalechem_EGT,Wandsbek,https://files.dicta.org.il/shteihalechem/shteihalechem__text_files.zip,"שו""ת",ספריית דיקטה,רבי משה בן יעקב ישראל חגיז,וואנזיבעק,,https://files.dicta.org.il/shteihalechem/shteihalechem__nikud_meteg_files.zip,https://files.dicta.org.il/shteihalechem/shteihalechem__ocr_data_html_files.zip,Jacob Hagiz,shteihalechem,Shtei Ha-Lechem
תבונה,Commentaries on the Rambam,1926,tevunah_EGT,Poltava,https://files.dicta.org.il/tevunah/tevunah__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' יצחק אייזיק קראסילשציקוב,פולטבה,,https://files.dicta.org.il/tevunah/tevunah__nikud_meteg_files.zip,https://files.dicta.org.il/tevunah/tevunah__ocr_data_html_files.zip,Rabbi Yitzchak Isaac Krasilshchikov,tevunah,Tevunah
תולעת יעקב,Kabbalah,1890,tolaatyaakov,Warsaw,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__text_files.zip,קבלה,ספריית דיקטה,"אבן גבאי, מאיר בן יחזקאל",ורשה,,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__nikud_meteg_files.zip,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__ocr_data_html_files.zip,Meir ben Ezekiel ibn Gabbai,tolaatyaakov,Tolaat Yaakov
תוספות הרא”ש על ברכות,Acharonim on Talmud Bavli,1863,tosfotroshberakhot,Warsaw,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,אשר בן יחיאל,ווארשא,,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__ocr_data_html_files.zip,Asher ben Jehiel,tosfotroshberakhot,Tosfot Rosh (Berakhot)
תוספות הרא”ש על קידושין,Acharonim on Talmud Bavli,1952,tosfotroshkiddushin,New York,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,אשר בן יחיאל,ניו יורק,,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__ocr_data_html_files.zip,Asher ben Jehiel,tosfotroshkiddushin,Tosfot Rosh (Kiddushin)
